--_curl_--http://www.wunderground.com/history/airport/MIA/1992/08/1/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
10:00 PM,84.9,73.0,67,30.09,7.0,ESE,11.5,-,N/A,,Overcast,110,1992-08-03 02:00:00<br />
11:00 PM,84.0,73.9,72,30.11,7.0,ESE,12.7,-,N/A,,Scattered Clouds,120,1992-08-03 03:00:00<br />
--_curl_--http://www.wunderground.com/history/airport/MIA/1992/08/3/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:00 AM,82.9,73.0,72,30.09,7.0,SE,10.4,-,N/A,,Scattered Clouds,130,1992-08-03 04:00:00<br />
1:00 AM,82.0,73.0,74,30.09,7.0,SSE,9.2,-,N/A,,Scattered Clouds,160,1992-08-03 05:00:00<br />
2:00 AM,82.0,73.9,76,30.07,7.0,South,6.9,-,N/A,Rain-Thunderstorm,Thunderstorms and Rain,180,1992-08-03 06:00:00<br />
2:03 AM,-9999,-9999,N/A,30.07,3.0,South,20.7,28.8,N/A,Rain-Thunderstorm,Thunderstorms and Rain,170,1992-08-03 06:03:00<br />
2:11 AM,-9999,-9999,N/A,30.08,0.8,SSW,15.0,-,N/A,Rain-Thunderstorm,Thunderstorms and Rain,210,1992-08-03 06:11:00<br />
2:20 AM,-9999,-9999,N/A,30.08,7.0,South,12.7,-,N/A,Rain-Thunderstorm,Light Thunderstorms and Rain,190,1992-08-03 06:20:00<br />
3:00 AM,78.1,75.0,90,30.07,7.0,SW,9.2,-,0.52,Rain-Thunderstorm,Thunderstorms and Rain,230,1992-08-03 07:00:00<br />
4:00 AM,77.0,73.0,88,30.04,7.0,SW,4.6,-,N/A,,Mostly Cloudy,220,1992-08-03 08:00:00<br />
5:00 AM,77.0,73.0,88,30.03,7.0,NW,3.5,-,N/A,,Mostly Cloudy,320,1992-08-03 09:00:00<br />
6:00 AM,77.0,72.0,84,30.03,7.0,NW,3.5,-,N/A,,Mostly Cloudy,310,1992-08-03 10:00:00<br />
7:00 AM,77.0,73.0,88,30.03,7.0,SSW,3.5,-,N/A,,Mostly Cloudy,200,1992-08-03 11:00:00<br />
8:00 AM,79.0,73.0,82,30.04,7.0,SW,5.8,-,N/A,,Scattered Clouds,220,1992-08-03 12:00:00<br />
9:00 AM,82.9,75.0,77,30.06,7.0,SSW,4.6,-,N/A,,Scattered Clouds,210,1992-08-03 13:00:00<br />
10:00 AM,84.9,73.9,69,30.08,7.0,West,8.1,-,N/A,,Scattered Clouds,260,1992-08-03 14:00:00<br />
11:00 AM,86.0,73.0,65,30.08,7.0,WSW,8.1,-,N/A,,Scattered Clouds,250,1992-08-03 15:00:00<br />
12:00 PM,84.0,71.1,65,30.07,7.0,WSW,6.9,-,N/A,Rain,Light Rain Showers,250,1992-08-03 16:00:00<br />
1:00 PM,84.9,73.0,67,30.06,7.0,SW,3.5,-,N/A,,Scattered Clouds,230,1992-08-03 17:00:00<br />
1:12 PM,-9999,-9999,N/A,30.06,7.0,South,13.8,-,N/A,Thunderstorm,Thunderstorm,170,1992-08-03 17:12:00<br />
2:00 PM,78.1,72.0,81,30.06,7.0,South,16.1,-,N/A,Rain-Thunderstorm,Light Thunderstorms and Rain,180,1992-08-03 18:00:00<br />
2:12 PM,-9999,-9999,N/A,30.04,7.0,SSE,9.2,-,N/A,Rain,Light Rain,150,1992-08-03 18:12:00<br />
3:00 PM,75.9,73.0,91,30.06,7.0,SSW,8.1,-,0.04,Rain,Light Rain,200,1992-08-03 19:00:00<br />
4:00 PM,81.0,73.0,77,30.04,7.0,SSW,9.2,-,N/A,,Mostly Cloudy,210,1992-08-03 20:00:00<br />
5:00 PM,82.9,73.0,72,30.03,7.0,SSW,4.6,-,N/A,,Mostly Cloudy,210,1992-08-03 21:00:00<br />
6:00 PM,82.9,73.0,72,30.03,7.0,North,4.6,-,N/A,,Mostly Cloudy,360,1992-08-03 22:00:00<br />
7:00 PM,82.0,73.9,76,30.04,7.0,NNE,9.2,-,N/A,,Unknown,30,1992-08-03 23:00:00<br />
8:00 PM,82.0,73.9,76,30.04,7.0,SSE,3.5,-,N/A,,Overcast,150,1992-08-04 00:00:00<br />
9:00 PM,81.0,73.0,77,30.04,7.0,NE,3.5,-,N/A,,Mostly Cloudy,50,1992-08-04 01:00:00<br />
10:00 PM,81.0,73.0,77,30.05,7.0,SSW,4.6,-,N/A,,Mostly Cloudy,200,1992-08-04 02:00:00<br />
11:00 PM,80.1,73.9,81,30.07,7.0,SW,3.5,-,N/A,,Mostly Cloudy,230,1992-08-04 03:00:00<br />
--_curl_--http://www.wunderground.com/history/airport/MIA/1992/08/4/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:00 AM,80.1,73.9,81,30.06,7.0,West,3.5,-,N/A,,Mostly Cloudy,280,1992-08-04 04:00:00<br />
1:00 AM,79.0,73.0,82,30.06,7.0,SSW,6.9,-,N/A,,Mostly Cloudy,210,1992-08-04 05:00:00<br />
2:00 AM,79.0,73.0,82,30.04,7.0,SSE,6.9,-,N/A,,Mostly Cloudy,150,1992-08-04 06:00:00<br />
3:00 AM,77.0,73.9,90,30.03,7.0,SSE,5.8,-,N/A,,Mostly Cloudy,150,1992-08-04 07:00:00<br />
4:00 AM,77.0,73.0,88,30.03,7.0,WNW,4.6,-,N/A,,Scattered Clouds,290,1992-08-04 08:00:00<br />
5:00 AM,77.0,73.9,90,30.01,7.0,WSW,4.6,-,N/A,,Clear,240,1992-08-04 09:00:00<br />
6:00 AM,79.0,73.0,82,30.02,7.0,WSW,3.5,-,N/A,,Clear,240,1992-08-04 10:00:00<br />
7:00 AM,78.1,73.0,84,30.03,7.0,SSE,3.5,-,N/A,,Scattered Clouds,150,1992-08-04 11:00:00<br />
8:00 AM,80.1,75.0,85,30.04,7.0,South,5.8,-,N/A,,Scattered Clouds,170,1992-08-04 12:00:00<br />
9:00 AM,82.9,73.0,72,30.06,7.0,South,6.9,-,N/A,,Scattered Clouds,180,1992-08-04 13:00:00<br />
10:00 AM,87.1,73.0,63,30.07,7.0,SSE,8.1,-,N/A,,Scattered Clouds,160,1992-08-04 14:00:00<br />
11:00 AM,88.0,72.0,59,30.07,7.0,South,4.6,-,N/A,,Scattered Clouds,180,1992-08-04 15:00:00<br />
12:00 PM,90.0,70.0,52,30.06,7.0,South,8.1,-,N/A,,Mostly Cloudy,170,1992-08-04 16:00:00<br />
1:00 PM,91.0,73.9,57,30.05,7.0,SSE,11.5,-,N/A,,Mostly Cloudy,160,1992-08-04 17:00:00<br />
2:00 PM,90.0,73.0,57,30.04,7.0,SE,13.8,-,N/A,,Scattered Clouds,130,1992-08-04 18:00:00<br />
3:00 PM,89.1,72.0,57,30.02,7.0,SSE,13.8,-,N/A,,Scattered Clouds,150,1992-08-04 19:00:00<br />
4:00 PM,87.1,73.0,63,30.01,7.0,South,17.3,-,N/A,,Scattered Clouds,180,1992-08-04 20:00:00<br />
5:00 PM,87.1,72.0,61,30.02,7.0,South,13.8,-,N/A,,Mostly Cloudy,180,1992-08-04 21:00:00<br />
6:00 PM,86.0,73.9,67,30.03,7.0,South,11.5,-,N/A,,Mostly Cloudy,180,1992-08-04 22:00:00<br />
7:00 PM,84.9,73.0,67,30.04,7.0,South,9.2,-,N/A,,Mostly Cloudy,190,1992-08-04 23:00:00<br />
8:00 PM,84.0,73.0,69,30.06,7.0,WSW,3.5,-,N/A,,Mostly Cloudy,240,1992-08-05 00:00:00<br />
9:00 PM,84.0,73.0,69,30.06,7.0,NNE,3.5,-,N/A,,Overcast,30,1992-08-05 01:00:00<br />
10:00 PM,82.0,73.0,74,30.07,7.0,NNW,4.6,-,N/A,,Overcast,340,1992-08-05 02:00:00<br />
11:00 PM,82.0,73.9,76,30.09,7.0,NW,5.8,-,N/A,,Unknown,320,1992-08-05 03:00:00<br />
--_curl_--http://www.wunderground.com/history/airport/MIA/1992/08/5/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:00 AM,82.0,75.0,79,30.09,7.0,North,5.8,-,N/A,,Overcast,10,1992-08-05 04:00:00<br />
1:00 AM,81.0,73.9,79,30.09,7.0,NE,6.9,-,N/A,,Mostly Cloudy,40,1992-08-05 05:00:00<br />
2:00 AM,81.0,75.9,85,30.07,7.0,NE,5.8,-,N/A,,Mostly Cloudy,50,1992-08-05 06:00:00<br />
3:00 AM,80.1,75.9,87,30.04,7.0,NE,3.5,-,N/A,,Mostly Cloudy,50,1992-08-05 07:00:00<br />
4:00 AM,82.0,75.9,82,30.03,7.0,East,5.8,-,N/A,,Mostly Cloudy,90,1992-08-05 08:00:00<br />
5:00 AM,81.0,75.9,85,30.03,7.0,East,6.9,-,N/A,,Overcast,100,1992-08-05 09:00:00<br />
6:00 AM,81.0,75.9,85,30.04,7.0,SE,8.1,-,N/A,,Overcast,130,1992-08-05 10:00:00<br />
7:00 AM,82.0,75.0,79,30.04,7.0,SE,5.8,-,N/A,,Mostly Cloudy,130,1992-08-05 11:00:00<br />
8:00 AM,82.9,75.9,79,30.07,7.0,ESE,5.8,-,N/A,,Mostly Cloudy,120,1992-08-05 12:00:00<br />
9:00 AM,84.0,75.9,76,30.08,7.0,ESE,6.9,-,N/A,,Mostly Cloudy,120,1992-08-05 13:00:00<br />
10:00 AM,79.0,75.9,90,30.10,7.0,North,8.1,-,0.06,Rain-Thunderstorm,Thunderstorms and Rain,350,1992-08-05 14:00:00<br />
10:17 AM,-9999,-9999,N/A,30.11,7.0,North,8.1,-,N/A,Rain-Thunderstorm,Light Thunderstorms and Rain,360,1992-08-05 14:17:00<br />
10:32 AM,-9999,-9999,N/A,30.10,7.0,East,5.8,-,N/A,Rain,Rain,90,1992-08-05 14:32:00<br />
11:00 AM,79.0,75.9,90,30.12,7.0,North,5.8,-,0.09,Rain,Light Rain,350,1992-08-05 15:00:00<br />
12:00 PM,78.1,75.9,93,30.12,6.0,NW,5.8,-,0.02,Fog-Rain,Light Rain,320,1992-08-05 16:00:00<br />
1:00 PM,82.0,78.1,88,30.12,6.0,North,8.1,-,0.01,,Smoke,360,1992-08-05 17:00:00<br />
2:00 PM,82.9,77.0,82,30.12,6.0,NNW,8.1,-,N/A,,Smoke,330,1992-08-05 18:00:00<br />
3:00 PM,86.0,75.9,72,30.09,7.0,North,8.1,-,N/A,,Overcast,10,1992-08-05 19:00:00<br />
4:00 PM,86.0,75.9,72,30.08,7.0,NE,8.1,-,N/A,,Overcast,40,1992-08-05 20:00:00<br />
5:00 PM,86.0,75.9,72,30.07,7.0,ENE,10.4,-,N/A,,Mostly Cloudy,70,1992-08-05 21:00:00<br />
5:01 PM,-9999,-9999,N/A,30.08,7.0,NNE,9.2,-,N/A,Thunderstorm,Thunderstorm,30,1992-08-05 21:01:00<br />
6:00 PM,86.0,73.9,67,30.09,7.0,NE,9.2,-,N/A,Rain-Thunderstorm,Thunderstorms and Rain,50,1992-08-05 22:00:00<br />
6:11 PM,-9999,-9999,N/A,30.09,7.0,ENE,9.2,-,N/A,,Mostly Cloudy,70,1992-08-05 22:11:00<br />
7:00 PM,84.9,73.9,69,30.09,7.0,NE,9.2,-,N/A,,Mostly Cloudy,50,1992-08-05 23:00:00<br />
8:00 PM,82.9,75.9,79,30.07,7.0,NE,11.5,-,N/A,,Scattered Clouds,40,1992-08-06 00:00:00<br />
9:00 PM,82.0,75.9,82,30.09,7.0,NNE,8.1,-,N/A,,Mostly Cloudy,20,1992-08-06 01:00:00<br />
10:00 PM,82.0,75.9,82,30.11,7.0,East,5.8,-,N/A,,Scattered Clouds,80,1992-08-06 02:00:00<br />
11:00 PM,82.0,77.0,85,30.11,7.0,NE,8.1,-,N/A,,Scattered Clouds,50,1992-08-06 03:00:00<br />
--_curl_--http://www.wunderground.com/history/airport/MIA/1992/08/6/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:00 AM,82.0,77.0,85,30.11,7.0,East,8.1,-,N/A,,Mostly Cloudy,80,1992-08-06 04:00:00<br />
1:00 AM,82.0,75.0,79,30.09,7.0,ENE,6.9,-,N/A,,Mostly Cloudy,60,1992-08-06 05:00:00<br />
2:00 AM,81.0,75.0,82,30.09,7.0,ENE,8.1,-,N/A,,Mostly Cloudy,60,1992-08-06 06:00:00<br />
3:00 AM,81.0,75.9,85,30.06,7.0,ENE,6.9,-,N/A,,Mostly Cloudy,70,1992-08-06 07:00:00<br />
4:00 AM,81.0,75.9,85,30.04,7.0,ENE,8.1,-,N/A,,Mostly Cloudy,60,1992-08-06 08:00:00<br />
5:00 AM,81.0,75.0,82,30.04,7.0,East,6.9,-,N/A,,Scattered Clouds,90,1992-08-06 09:00:00<br />
6:00 AM,81.0,75.9,85,30.06,7.0,East,9.2,-,N/A,,Scattered Clouds,90,1992-08-06 10:00:00<br />
7:00 AM,81.0,75.9,85,30.07,7.0,SE,8.1,-,N/A,,Unknown,140,1992-08-06 11:00:00<br />
8:00 AM,82.9,75.9,79,30.08,7.0,NNE,4.6,-,N/A,,Unknown,30,1992-08-06 12:00:00<br />
9:00 AM,-9999,-9999,N/A,30.10,7.0,SE,19.6,-,N/A,,Mostly Cloudy,130,1992-08-06 13:00:00<br />
10:00 AM,87.1,77.0,72,30.12,7.0,SSE,6.9,-,N/A,,Mostly Cloudy,160,1992-08-06 14:00:00<br />
11:00 AM,82.9,72.0,69,30.13,7.0,ENE,10.4,-,N/A,Rain-Thunderstorm,Thunderstorms and Rain,60,1992-08-06 15:00:00<br />
12:00 PM,80.1,73.9,81,30.15,7.0,SSE,17.3,-,0.09,Rain-Thunderstorm,Light Thunderstorms and Rain,150,1992-08-06 16:00:00<br />
1:00 PM,82.9,73.0,72,30.12,7.0,ESE,4.6,-,N/A,,Overcast,110,1992-08-06 17:00:00<br />
2:00 PM,87.1,77.0,72,30.11,7.0,ESE,8.1,-,N/A,,Overcast,110,1992-08-06 18:00:00<br />
2:10 PM,-9999,-9999,N/A,30.10,7.0,ESE,20.7,-,N/A,Thunderstorm,Thunderstorm,120,1992-08-06 18:10:00<br />
3:00 PM,82.0,73.9,76,30.11,7.0,SE,9.2,-,N/A,Rain-Thunderstorm,Light Thunderstorms and Rain,140,1992-08-06 19:00:00<br />
3:32 PM,-9999,-9999,N/A,30.09,7.0,NW,4.6,-,N/A,,Overcast,320,1992-08-06 19:32:00<br />
4:00 PM,82.9,73.9,74,30.07,7.0,North,5.8,-,N/A,,Mostly Cloudy,360,1992-08-06 20:00:00<br />
5:00 PM,84.0,73.9,72,30.07,7.0,North,5.8,-,N/A,Rain-Thunderstorm,Thunderstorms and Rain,10,1992-08-06 21:00:00<br />
6:00 PM,82.0,75.0,79,30.09,7.0,NE,6.9,-,N/A,Rain-Thunderstorm,Light Thunderstorms and Rain,40,1992-08-06 22:00:00<br />
7:00 PM,81.0,72.0,74,30.09,7.0,NNW,8.1,-,N/A,Rain-Thunderstorm,Thunderstorms and Rain,340,1992-08-06 23:00:00<br />
7:04 PM,-9999,-9999,N/A,30.08,7.0,North,6.9,-,N/A,,Mostly Cloudy,350,1992-08-06 23:04:00<br />
8:00 PM,80.1,75.0,85,30.09,7.0,NNE,8.1,-,N/A,,Mostly Cloudy,20,1992-08-07 00:00:00<br />
9:00 PM,79.0,73.9,84,30.09,7.0,NNW,3.5,-,N/A,,Mostly Cloudy,330,1992-08-07 01:00:00<br />
10:00 PM,79.0,72.0,79,30.13,7.0,NNE,3.5,-,N/A,,Overcast,20,1992-08-07 02:00:00<br />
11:00 PM,78.1,72.0,81,30.13,7.0,NNW,5.8,-,N/A,,Mostly Cloudy,340,1992-08-07 03:00:00<br />
--_curl_--http://www.wunderground.com/history/airport/MIA/1992/08/7/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:00 AM,78.1,72.0,81,30.11,7.0,North,6.9,-,N/A,,Mostly Cloudy,10,1992-08-07 04:00:00<br />
1:00 AM,77.0,73.0,88,30.09,7.0,NE,6.9,-,N/A,,Mostly Cloudy,50,1992-08-07 05:00:00<br />
1:30 AM,-9999,-9999,N/A,30.08,7.0,North,6.9,-,N/A,,Mostly Cloudy,360,1992-08-07 05:30:00<br />
1:55 AM,-9999,-9999,N/A,30.07,7.0,North,5.8,-,N/A,,Mostly Cloudy,10,1992-08-07 05:55:00<br />
2:00 AM,78.1,73.9,87,30.07,7.0,North,5.8,-,N/A,,Mostly Cloudy,350,1992-08-07 06:00:00<br />
3:00 AM,78.1,75.0,90,30.06,7.0,East,9.2,-,N/A,,Scattered Clouds,80,1992-08-07 07:00:00<br />
4:00 AM,82.0,75.9,82,30.03,7.0,ENE,9.2,-,N/A,,Scattered Clouds,70,1992-08-07 08:00:00<br />
5:00 AM,82.0,75.9,82,30.04,7.0,East,10.4,-,N/A,,Scattered Clouds,90,1992-08-07 09:00:00<br />
6:00 AM,82.9,75.0,77,30.04,7.0,East,8.1,-,N/A,,Scattered Clouds,90,1992-08-07 10:00:00<br />
7:00 AM,80.1,73.9,81,30.05,7.0,East,6.9,-,N/A,,Mostly Cloudy,100,1992-08-07 11:00:00<br />
8:00 AM,84.0,75.9,76,30.07,7.0,East,6.9,-,N/A,,Scattered Clouds,80,1992-08-07 12:00:00<br />
9:00 AM,86.0,75.0,70,30.08,7.0,SE,13.8,-,N/A,,Scattered Clouds,130,1992-08-07 13:00:00<br />
9:33 AM,-9999,-9999,N/A,30.08,7.0,SE,15.0,-,N/A,,Mostly Cloudy,140,1992-08-07 13:33:00<br />
9:59 AM,-9999,-9999,N/A,30.08,7.0,SE,16.1,-,N/A,,Scattered Clouds,130,1992-08-07 13:59:00<br />
10:00 AM,86.0,75.0,70,30.09,7.0,SE,16.1,-,N/A,,Mostly Cloudy,140,1992-08-07 14:00:00<br />
11:00 AM,88.0,75.9,67,30.11,7.0,SSE,12.7,-,N/A,,Scattered Clouds,150,1992-08-07 15:00:00<br />
12:00 PM,88.0,75.9,67,30.10,7.0,SE,18.4,-,N/A,,Mostly Cloudy,130,1992-08-07 16:00:00<br />
1:00 PM,90.0,75.9,63,30.08,7.0,SE,17.3,-,N/A,,Mostly Cloudy,140,1992-08-07 17:00:00<br />
2:00 PM,90.0,75.9,63,30.09,7.0,SSE,15.0,-,N/A,,Mostly Cloudy,150,1992-08-07 18:00:00<br />
3:00 PM,89.1,77.0,67,30.09,7.0,SE,15.0,-,N/A,,Mostly Cloudy,130,1992-08-07 19:00:00<br />
4:00 PM,88.0,75.9,67,30.07,7.0,SE,15.0,-,N/A,,Mostly Cloudy,140,1992-08-07 20:00:00<br />
5:00 PM,89.1,75.0,63,30.07,7.0,SE,11.5,-,N/A,,Mostly Cloudy,130,1992-08-07 21:00:00<br />
6:00 PM,87.1,75.9,69,30.07,7.0,SE,10.4,-,N/A,,Mostly Cloudy,140,1992-08-07 22:00:00<br />
6:34 PM,-9999,-9999,N/A,30.09,7.0,WNW,12.7,-,N/A,Rain-Thunderstorm,Light Thunderstorms and Rain,290,1992-08-07 22:34:00<br />
7:00 PM,79.0,73.0,82,30.09,7.0,West,10.4,-,N/A,Rain-Thunderstorm,Light Thunderstorms and Rain,270,1992-08-07 23:00:00<br />
7:18 PM,-9999,-9999,N/A,30.05,7.0,SE,4.6,-,N/A,,Overcast,130,1992-08-07 23:18:00<br />
8:00 PM,82.0,73.9,76,30.04,7.0,East,8.1,-,N/A,,Overcast,90,1992-08-08 00:00:00<br />
9:00 PM,82.9,73.0,72,30.07,7.0,SE,8.1,-,N/A,,Overcast,130,1992-08-08 01:00:00<br />
10:00 PM,84.0,75.9,76,30.10,7.0,East,8.1,-,N/A,,Mostly Cloudy,80,1992-08-08 02:00:00<br />
11:00 PM,82.9,75.9,79,30.12,7.0,ESE,8.1,-,N/A,,Unknown,120,1992-08-08 03:00:00<br />
11:34 PM,-9999,-9999,N/A,30.14,7.0,SE,8.1,-,N/A,Thunderstorm,Thunderstorm,130,1992-08-08 03:34:00<br />
--_curl_--http://www.wunderground.com/history/airport/MIA/1992/08/8/DailyHistory.html?&format=1

